Zip	City	State	County
12564    	PAWLING                       	NY	DUTCHESS                                                    
12565    	PHILMONT                      	NY	COLUMBIA                                                    
12566    	PINE BUSH                     	NY	ULSTER                                                      
12567    	PINE PLAINS                   	NY	DUTCHESS                                                    
12568    	PLATTEKILL                    	NY	ULSTER                                                      
12569    	PLEASANT VALLEY               	NY	DUTCHESS                                                    
12570    	POUGHQUAG                     	NY	DUTCHESS                                                    
12571    	RED HOOK                      	NY	DUTCHESS                                                    
12572    	RHINEBECK                     	NY	DUTCHESS                                                    
12574    	RHINECLIFF                    	NY	DUTCHESS                                                    
12575    	ROCK TAVERN                   	NY	ORANGE                                                      
12577    	SALISBURY MILLS               	NY	ORANGE                                                      
12578    	SALT POINT                    	NY	DUTCHESS                                                    
12580    	STAATSBURG                    	NY	DUTCHESS                                                    
12581    	STANFORDVILLE                 	NY	DUTCHESS                                                    
12582    	STORMVILLE                    	NY	DUTCHESS                                                    
12583    	TIVOLI                        	NY	DUTCHESS                                                    
12584    	VAILS GATE                    	NY	ORANGE                                                      
12585    	VERBANK                       	NY	DUTCHESS                                                    
12586    	WALDEN                        	NY	ORANGE                                                      
12588    	WALKER VALLEY                 	NY	ULSTER                                                      
12589    	WALLKILL                      	NY	ULSTER                                                      
12590    	WAPPINGERS FALLS              	NY	DUTCHESS                                                    
12592    	WASSAIC                       	NY	DUTCHESS                                                    
12593    	WEST COPAKE                   	NY	COLUMBIA                                                    
12594    	WINGDALE                      	NY	DUTCHESS                                                    
12601    	POUGHKEEPSIE                  	NY	DUTCHESS                                                    
12602    	POUGHKEEPSIE                  	NY	DUTCHESS                                                    
12603    	POUGHKEEPSIE                  	NY	DUTCHESS                                                    
12604    	POUGHKEEPSIE                  	NY	DUTCHESS                                                    
12701    	MONTICELLO                    	NY	SULLIVAN                                                    
12719    	BARRYVILLE                    	NY	SULLIVAN                                                    
12720    	BETHEL                        	NY	SULLIVAN                                                    
12721    	BLOOMINGBURG                  	NY	SULLIVAN                                                    
12722    	BURLINGHAM                    	NY	SULLIVAN                                                    
12723    	CALLICOON                     	NY	SULLIVAN                                                    
12724    	CALLICOON CENTER              	NY	SULLIVAN                                                    
12725    	CLARYVILLE                    	NY	SULLIVAN                                                    
12726    	COCHECTON                     	NY	SULLIVAN                                                    
12727    	COCHECTON CENTER              	NY	SULLIVAN                                                    
12729    	CUDDEBACKVILLE                	NY	ORANGE                                                      
12732    	ELDRED                        	NY	SULLIVAN                                                    
12733    	FALLSBURG                     	NY	SULLIVAN                                                    
12734    	FERNDALE                      	NY	SULLIVAN                                                    
12736    	FREMONT CENTER                	NY	SULLIVAN                                                    
12737    	GLEN SPEY                     	NY	SULLIVAN                                                    
12738    	GLEN WILD                     	NY	SULLIVAN                                                    
12739    	GODEFFROY                     	NY	ORANGE                                                      
12740    	GRAHAMSVILLE                  	NY	SULLIVAN                                                    
12741    	HANKINS                       	NY	SULLIVAN                                                    
12742    	HARRIS                        	NY	SULLIVAN                                                    
12743    	HIGHLAND LAKE                 	NY	SULLIVAN                                                    
12745    	HORTONVILLE                   	NY	SULLIVAN                                                    
12746    	HUGUENOT                      	NY	ORANGE                                                      
12747    	HURLEYVILLE                   	NY	SULLIVAN                                                    
12748    	JEFFERSONVILLE                	NY	SULLIVAN                                                    
12749    	KAUNEONGA LAKE                	NY	SULLIVAN                                                    
12750    	KENOZA LAKE                   	NY	SULLIVAN                                                    
12751    	KIAMESHA LAKE                 	NY	SULLIVAN                                                    
12752    	LAKE HUNTINGTON               	NY	SULLIVAN                                                    
12754    	LIBERTY                       	NY	SULLIVAN                                                    
12758    	LIVINGSTON MANOR              	NY	SULLIVAN                                                    
12759    	LOCH SHELDRAKE                	NY	SULLIVAN                                                    
12760    	LONG EDDY                     	NY	DELAWARE                                                    
12762    	MONGAUP VALLEY                	NY	SULLIVAN                                                    
12763    	MOUNTAIN DALE                 	NY	SULLIVAN                                                    
12764    	NARROWSBURG                   	NY	SULLIVAN                                                    
12765    	NEVERSINK                     	NY	SULLIVAN                                                    
12766    	NORTH BRANCH                  	NY	SULLIVAN                                                    
12767    	OBERNBURG                     	NY	SULLIVAN                                                    
12768    	PARKSVILLE                    	NY	SULLIVAN                                                    
12769    	PHILLIPSPORT                  	NY	SULLIVAN                                                    
12770    	POND EDDY                     	NY	SULLIVAN                                                    
12771    	PORT JERVIS                   	NY	ORANGE                                                      
12775    	ROCK HILL                     	NY	SULLIVAN                                                    
12776    	ROSCOE                        	NY	SULLIVAN                                                    
12777    	FORESTBURGH                   	NY	SULLIVAN                                                    
12778    	SMALLWOOD                     	NY	SULLIVAN                                                    
12779    	SOUTH FALLSBURG               	NY	SULLIVAN                                                    
12780    	SPARROW BUSH                  	NY	ORANGE                                                      
12781    	SUMMITVILLE                   	NY	SULLIVAN                                                    
12782    	SUNDOWN                       	NY	ULSTER                                                      
12783    	SWAN LAKE                     	NY	SULLIVAN                                                    
12784    	THOMPSONVILLE                 	NY	SULLIVAN                                                    
12785    	WESTBROOKVILLE                	NY	SULLIVAN                                                    
12786    	WHITE LAKE                    	NY	SULLIVAN                                                    
12787    	WHITE SULPHUR SPRINGS         	NY	SULLIVAN                                                    
12788    	WOODBOURNE                    	NY	SULLIVAN                                                    
12789    	WOODRIDGE                     	NY	SULLIVAN                                                    
12790    	WURTSBORO                     	NY	SULLIVAN                                                    
12791    	YOUNGSVILLE                   	NY	SULLIVAN                                                    
12792    	YULAN                         	NY	SULLIVAN                                                    
12801    	GLENS FALLS                   	NY	WARREN                                                      
12803    	SOUTH GLENS FALLS             	NY	SARATOGA                                                    
12804    	QUEENSBURY                    	NY	WARREN                                                      
12808    	ADIRONDACK                    	NY	WARREN                                                      
12809    	ARGYLE                        	NY	WASHINGTON                                                  
12810    	ATHOL                         	NY	WARREN                                                      
12811    	BAKERS MILLS                  	NY	WARREN                                                      
12812    	BLUE MOUNTAIN LAKE            	NY	HAMILTON                                                    
12814    	BOLTON LANDING                	NY	WARREN                                                      
12815    	BRANT LAKE                    	NY	WARREN                                                      
12816    	CAMBRIDGE                     	NY	WASHINGTON                                                  
12817    	CHESTERTOWN                   	NY	WARREN                                                      
12819    	CLEMONS                       	NY	WASHINGTON                                                  
12820    	CLEVERDALE                    	NY	WARREN                                                      
12821    	COMSTOCK                      	NY	WASHINGTON                                                  
12822    	CORINTH                       	NY	SARATOGA                                                    
12823    	COSSAYUNA                     	NY	WASHINGTON                                                  
12824    	DIAMOND POINT                 	NY	WARREN                                                      
12827    	FORT ANN                      	NY	WASHINGTON                                                  
12828    	FORT EDWARD                   	NY	WASHINGTON                                                  
12831    	GANSEVOORT                    	NY	SARATOGA                                                    
12832    	GRANVILLE                     	NY	WASHINGTON                                                  
12833    	GREENFIELD CENTER             	NY	SARATOGA                                                    
12834    	GREENWICH                     	NY	WASHINGTON                                                  
12835    	HADLEY                        	NY	SARATOGA                                                    
12836    	HAGUE                         	NY	WARREN                                                      
12837    	HAMPTON                       	NY	WASHINGTON                                                  
12838    	HARTFORD                      	NY	WASHINGTON                                                  
12839    	HUDSON FALLS                  	NY	WASHINGTON                                                  
12841    	HULETTS LANDING               	NY	WASHINGTON                                                  
12842    	INDIAN LAKE                   	NY	HAMILTON                                                    
12843    	JOHNSBURG                     	NY	WARREN                                                      
12844    	KATTSKILL BAY                 	NY	WARREN                                                      
12845    	LAKE GEORGE                   	NY	WARREN                                                      
12846    	LAKE LUZERNE                  	NY	WARREN                                                      
12847    	LONG LAKE                     	NY	HAMILTON                                                    
12848    	MIDDLE FALLS                  	NY	WASHINGTON                                                  
12849    	MIDDLE GRANVILLE              	NY	WASHINGTON                                                  
12850    	MIDDLE GROVE                  	NY	SARATOGA                                                    
12851    	MINERVA                       	NY	ESSEX                                                       
12852    	NEWCOMB                       	NY	ESSEX                                                       
12853    	NORTH CREEK                   	NY	WARREN                                                      
12854    	NORTH GRANVILLE               	NY	WASHINGTON                                                  
12855    	NORTH HUDSON                  	NY	ESSEX                                                       
12856    	NORTH RIVER                   	NY	WARREN                                                      
12857    	OLMSTEDVILLE                  	NY	ESSEX                                                       
12858    	PARADOX                       	NY	ESSEX                                                       
12859    	PORTER CORNERS                	NY	SARATOGA                                                    
12860    	POTTERSVILLE                  	NY	WARREN                                                      
12861    	PUTNAM STATION                	NY	WASHINGTON                                                  
12862    	RIPARIUS                      	NY	WARREN                                                      
12863    	ROCK CITY FALLS               	NY	SARATOGA                                                    
12864    	SABAEL                        	NY	HAMILTON                                                    
12865    	SALEM                         	NY	WASHINGTON                                                  
12866    	SARATOGA SPRINGS              	NY	SARATOGA                                                    
12870    	SCHROON LAKE                  	NY	ESSEX                                                       
12871    	SCHUYLERVILLE                 	NY	SARATOGA                                                    
12872    	SEVERANCE                     	NY	ESSEX                                                       
12873    	SHUSHAN                       	NY	WASHINGTON                                                  
12874    	SILVER BAY                    	NY	WARREN                                                      
12878    	STONY CREEK                   	NY	WARREN                                                      
12879    	NEWCOMB                       	NY	ESSEX                                                       
12883    	TICONDEROGA                   	NY	ESSEX                                                       
12884    	VICTORY MILLS                 	NY	SARATOGA                                                    
12885    	WARRENSBURG                   	NY	WARREN                                                      
12886    	WEVERTOWN                     	NY	WARREN                                                      
12887    	WHITEHALL                     	NY	WASHINGTON                                                  
12901    	PLATTSBURGH                   	NY	CLINTON                                                     
12903    	PLATTSBURGH                   	NY	CLINTON                                                     
12910    	ALTONA                        	NY	CLINTON                                                     
12911    	KEESEVILLE                    	NY	CLINTON                                                     
12912    	AU SABLE FORKS                	NY	CLINTON                                                     
12913    	BLOOMINGDALE                  	NY	ESSEX                                                       
12914    	BOMBAY                        	NY	FRANKLIN                                                    
12915    	BRAINARDSVILLE                	NY	FRANKLIN                                                    
12916    	BRUSHTON                      	NY	FRANKLIN                                                    
12917    	BURKE                         	NY	FRANKLIN                                                    
12918    	CADYVILLE                     	NY	CLINTON                                                     
12919    	CHAMPLAIN                     	NY	CLINTON                                                     
12920    	CHATEAUGAY                    	NY	FRANKLIN                                                    
12921    	CHAZY                         	NY	CLINTON                                                     
12922    	CHILDWOLD                     	NY	SAINT LAWRENCE                                              
12923    	CHURUBUSCO                    	NY	CLINTON                                                     
12924    	KEESEVILLE                    	NY	CLINTON                                                     
12926    	CONSTABLE                     	NY	FRANKLIN                                                    
12927    	CRANBERRY LAKE                	NY	SAINT LAWRENCE                                              
12928    	CROWN POINT                   	NY	ESSEX                                                       
12929    	DANNEMORA                     	NY	CLINTON                                                     
12930    	DICKINSON CENTER              	NY	FRANKLIN                                                    
12932    	ELIZABETHTOWN                 	NY	ESSEX                                                       
12933    	ELLENBURG                     	NY	CLINTON                                                     
12934    	ELLENBURG CENTER              	NY	CLINTON                                                     
12935    	ELLENBURG DEPOT               	NY	CLINTON                                                     
12936    	ESSEX                         	NY	ESSEX                                                       
12937    	FORT COVINGTON                	NY	FRANKLIN                                                    
12939    	GABRIELS                      	NY	FRANKLIN                                                    
12941    	JAY                           	NY	ESSEX                                                       
12942    	KEENE                         	NY	ESSEX                                                       
12943    	KEENE VALLEY                  	NY	ESSEX                                                       
12944    	KEESEVILLE                    	NY	CLINTON                                                     
12945    	LAKE CLEAR                    	NY	FRANKLIN                                                    
12946    	LAKE PLACID                   	NY	ESSEX                                                       
12949    	LAWRENCEVILLE                 	NY	SAINT LAWRENCE                                              
12950    	LEWIS                         	NY	ESSEX                                                       
12952    	LYON MOUNTAIN                 	NY	CLINTON                                                     
12953    	MALONE                        	NY	FRANKLIN                                                    
12955    	LYON MOUNTAIN                 	NY	CLINTON                                                     
12956    	MINEVILLE                     	NY	ESSEX                                                       
12957    	MOIRA                         	NY	FRANKLIN                                                    
12958    	MOOERS                        	NY	CLINTON                                                     
12959    	MOOERS FORKS                  	NY	CLINTON                                                     
12960    	MORIAH                        	NY	ESSEX                                                       
12961    	MORIAH CENTER                 	NY	ESSEX                                                       
12962    	MORRISONVILLE                 	NY	CLINTON                                                     
12964    	NEW RUSSIA                    	NY	ESSEX                                                       
12965    	NICHOLVILLE                   	NY	SAINT LAWRENCE                                              
12966    	NORTH BANGOR                  	NY	FRANKLIN                                                    
12967    	NORTH LAWRENCE                	NY	SAINT LAWRENCE                                              
12969    	OWLS HEAD                     	NY	FRANKLIN                                                    
12970    	PAUL SMITHS                   	NY	FRANKLIN                                                    
12972    	PERU                          	NY	CLINTON                                                     
12973    	PIERCEFIELD                   	NY	SAINT LAWRENCE                                              
12974    	PORT HENRY                    	NY	ESSEX                                                       
12975    	PORT KENT                     	NY	ESSEX                                                       
12976    	RAINBOW LAKE                  	NY	FRANKLIN                                                    
12977    	RAY BROOK                     	NY	ESSEX                                                       
12978    	REDFORD                       	NY	CLINTON                                                     
12979    	ROUSES POINT                  	NY	CLINTON                                                     
12980    	SAINT REGIS FALLS             	NY	FRANKLIN                                                    
12981    	SARANAC                       	NY	CLINTON                                                     
12983    	SARANAC LAKE                  	NY	FRANKLIN                                                    
12985    	SCHUYLER FALLS                	NY	CLINTON                                                     
12986    	TUPPER LAKE                   	NY	FRANKLIN                                                    
12987    	UPPER JAY                     	NY	ESSEX                                                       
12989    	VERMONTVILLE                  	NY	FRANKLIN                                                    
12992    	WEST CHAZY                    	NY	CLINTON                                                     
12993    	WESTPORT                      	NY	ESSEX                                                       
12995    	WHIPPLEVILLE                  	NY	FRANKLIN                                                    
12996    	WILLSBORO                     	NY	ESSEX                                                       
12997    	WILMINGTON                    	NY	ESSEX                                                       
12998    	WITHERBEE                     	NY	ESSEX                                                       
13020    	APULIA STATION                	NY	ONONDAGA                                                    
13021    	AUBURN                        	NY	CAYUGA                                                      
13022    	AUBURN                        	NY	CAYUGA                                                      
13024    	AUBURN                        	NY	CAYUGA                                                      
13026    	AURORA                        	NY	CAYUGA                                                      
13027    	BALDWINSVILLE                 	NY	ONONDAGA                                                    
13028    	BERNHARDS BAY                 	NY	OSWEGO                                                      
13029    	BREWERTON                     	NY	ONONDAGA                                                    
13030    	BRIDGEPORT                    	NY	MADISON                                                     
13031    	CAMILLUS                      	NY	ONONDAGA                                                    
13032    	CANASTOTA                     	NY	MADISON                                                     
13033    	CATO                          	NY	CAYUGA                                                      
13034    	CAYUGA                        	NY	CAYUGA                                                      
13035    	CAZENOVIA                     	NY	MADISON                                                     
13036    	CENTRAL SQUARE                	NY	OSWEGO                                                      
13037    	CHITTENANGO                   	NY	MADISON                                                     
13039    	CICERO                        	NY	ONONDAGA                                                    
13040    	CINCINNATUS                   	NY	CORTLAND                                                    
13041    	CLAY                          	NY	ONONDAGA                                                    
13042    	CLEVELAND                     	NY	OSWEGO                                                      
13043    	CLOCKVILLE                    	NY	MADISON                                                     
13044    	CONSTANTIA                    	NY	OSWEGO                                                      
13045    	CORTLAND                      	NY	CORTLAND                                                    
13051    	DELPHI FALLS                  	NY	ONONDAGA                                                    
13052    	DE RUYTER                     	NY	MADISON                                                     
13053    	DRYDEN                        	NY	TOMPKINS                                                    
13054    	DURHAMVILLE                   	NY	ONEIDA                                                      
13056    	EAST HOMER                    	NY	CORTLAND                                                    
13057    	EAST SYRACUSE                 	NY	ONONDAGA                                                    
13060    	ELBRIDGE                      	NY	ONONDAGA                                                    
13061    	ERIEVILLE                     	NY	MADISON                                                     
13062    	ETNA                          	NY	TOMPKINS                                                    
13063    	FABIUS                        	NY	ONONDAGA                                                    
13064    	FAIR HAVEN                    	NY	OSWEGO                                                      
13065    	FAYETTE                       	NY	SENECA                                                      
13066    	FAYETTEVILLE                  	NY	ONONDAGA                                                    
13068    	FREEVILLE                     	NY	TOMPKINS                                                    
13069    	FULTON                        	NY	OSWEGO                                                      
13071    	GENOA                         	NY	CAYUGA                                                      
13072    	GEORGETOWN                    	NY	MADISON                                                     
13073    	GROTON                        	NY	TOMPKINS                                                    
13074    	HANNIBAL                      	NY	OSWEGO                                                      
13076    	HASTINGS                      	NY	OSWEGO                                                      
13077    	HOMER                         	NY	CORTLAND                                                    
13078    	JAMESVILLE                    	NY	ONONDAGA                                                    
13080    	JORDAN                        	NY	ONONDAGA                                                    
13081    	KING FERRY                    	NY	CAYUGA                                                      
13082    	KIRKVILLE                     	NY	MADISON                                                     
13083    	LACONA                        	NY	OSWEGO                                                      
13084    	LA FAYETTE                    	NY	ONONDAGA                                                    
13087    	LITTLE YORK                   	NY	CORTLAND                                                    
13088    	LIVERPOOL                     	NY	ONONDAGA                                                    
13089    	LIVERPOOL                     	NY	ONONDAGA                                                    
13090    	LIVERPOOL                     	NY	ONONDAGA                                                    
13092    	LOCKE                         	NY	TOMPKINS                                                    
13093    	LYCOMING                      	NY	OSWEGO                                                      
13101    	MC GRAW                       	NY	CORTLAND                                                    
13102    	MC LEAN                       	NY	TOMPKINS                                                    
13103    	MALLORY                       	NY	OSWEGO                                                      
13104    	MANLIUS                       	NY	ONONDAGA                                                    
13107    	MAPLE VIEW                    	NY	OSWEGO                                                      
13108    	MARCELLUS                     	NY	ONONDAGA                                                    
13110    	MARIETTA                      	NY	ONONDAGA                                                    
13111    	MARTVILLE                     	NY	CAYUGA                                                      
13112    	MEMPHIS                       	NY	ONONDAGA                                                    
13113    	MERIDIAN                      	NY	CAYUGA                                                      
13114    	MEXICO                        	NY	OSWEGO                                                      
13115    	MINETTO                       	NY	OSWEGO                                                      
13116    	MINOA                         	NY	ONONDAGA                                                    
13117    	MONTEZUMA                     	NY	CAYUGA                                                      
13118    	MORAVIA                       	NY	CAYUGA                                                      
13119    	MOTTVILLE                     	NY	ONONDAGA                                                    
13120    	NEDROW                        	NY	ONONDAGA                                                    
13121    	NEW HAVEN                     	NY	OSWEGO                                                      
13122    	NEW WOODSTOCK                 	NY	MADISON                                                     
13123    	NORTH BAY                     	NY	ONEIDA                                                      
13124    	NORTH PITCHER                 	NY	CHENANGO                                                    
13126    	OSWEGO                        	NY	OSWEGO                                                      
13129    	GEORGETOWN                    	NY	CHENANGO                                                    
13131    	PARISH                        	NY	OSWEGO                                                      
13132    	PENNELLVILLE                  	NY	OSWEGO                                                      
13134    	PETERBORO                     	NY	MADISON                                                     
13135    	PHOENIX                       	NY	OSWEGO                                                      
13136    	PITCHER                       	NY	CHENANGO                                                    
13137    	PLAINVILLE                    	NY	ONONDAGA                                                    
13138    	POMPEY                        	NY	ONONDAGA                                                    
13139    	POPLAR RIDGE                  	NY	CAYUGA                                                      
13140    	PORT BYRON                    	NY	CAYUGA                                                      
13141    	PREBLE                        	NY	CORTLAND                                                    
13142    	PULASKI                       	NY	OSWEGO                                                      
13143    	RED CREEK                     	NY	WAYNE                                                       
13144    	RICHLAND                      	NY	OSWEGO                                                      
13145    	SANDY CREEK                   	NY	OSWEGO                                                      
13146    	SAVANNAH                      	NY	WAYNE                                                       
13147    	SCIPIO CENTER                 	NY	CAYUGA                                                      
13148    	SENECA FALLS                  	NY	SENECA                                                      
13152    	SKANEATELES                   	NY	ONONDAGA                                                    
13153    	SKANEATELES FALLS             	NY	ONONDAGA                                                    
13154    	SOUTH BUTLER                  	NY	WAYNE                                                       
13155    	SOUTH OTSELIC                 	NY	CHENANGO                                                    
13156    	STERLING                      	NY	CAYUGA                                                      
13157    	SYLVAN BEACH                  	NY	ONEIDA                                                      
13158    	TRUXTON                       	NY	CORTLAND                                                    
13159    	TULLY                         	NY	ONONDAGA                                                    
13160    	UNION SPRINGS                 	NY	CAYUGA                                                      
13162    	VERONA BEACH                  	NY	ONEIDA                                                      
13163    	WAMPSVILLE                    	NY	MADISON                                                     
13164    	WARNERS                       	NY	ONONDAGA                                                    
13165    	WATERLOO                      	NY	SENECA                                                      
13166    	WEEDSPORT                     	NY	CAYUGA                                                      
13167    	WEST MONROE                   	NY	OSWEGO                                                      
13201    	SYRACUSE                      	NY	ONONDAGA                                                    
13202    	SYRACUSE                      	NY	ONONDAGA                                                    
13203    	SYRACUSE                      	NY	ONONDAGA                                                    
13204    	SYRACUSE                      	NY	ONONDAGA                                                    
13205    	SYRACUSE                      	NY	ONONDAGA                                                    
13206    	SYRACUSE                      	NY	ONONDAGA                                                    
13207    	SYRACUSE                      	NY	ONONDAGA                                                    
13208    	SYRACUSE                      	NY	ONONDAGA                                                    
13209    	SYRACUSE                      	NY	ONONDAGA                                                    
13210    	SYRACUSE                      	NY	ONONDAGA                                                    
13211    	SYRACUSE                      	NY	ONONDAGA                                                    
13212    	SYRACUSE                      	NY	ONONDAGA                                                    
13214    	SYRACUSE                      	NY	ONONDAGA                                                    
13215    	SYRACUSE                      	NY	ONONDAGA                                                    
13217    	SYRACUSE                      	NY	ONONDAGA                                                    
13218    	SYRACUSE                      	NY	ONONDAGA                                                    
13219    	SYRACUSE                      	NY	ONONDAGA                                                    
13220    	SYRACUSE                      	NY	ONONDAGA                                                    
13221    	SYRACUSE                      	NY	ONONDAGA                                                    
13224    	SYRACUSE                      	NY	ONONDAGA                                                    
13225    	SYRACUSE                      	NY	ONONDAGA                                                    
13235    	SYRACUSE                      	NY	ONONDAGA                                                    
13244    	SYRACUSE                      	NY	ONONDAGA                                                    
13250    	SYRACUSE                      	NY	ONONDAGA                                                    
13251    	SYRACUSE                      	NY	ONONDAGA                                                    
13252    	SYRACUSE                      	NY	ONONDAGA                                                    
13260    	SYRACUSE                      	NY	ONONDAGA                                                    
13261    	SYRACUSE                      	NY	ONONDAGA                                                    
13290    	SYRACUSE                      	NY	ONONDAGA                                                    
13301    	ALDER CREEK                   	NY	ONEIDA                                                      
13302    	ALTMAR                        	NY	OSWEGO                                                      
13303    	AVA                           	NY	ONEIDA                                                      
13304    	BARNEVELD                     	NY	ONEIDA                                                      
13305    	BEAVER FALLS                  	NY	LEWIS                                                       
13308    	BLOSSVALE                     	NY	ONEIDA                                                      
13309    	BOONVILLE                     	NY	ONEIDA                                                      
13310    	BOUCKVILLE                    	NY	MADISON                                                     
13312    	BRANTINGHAM                   	NY	LEWIS                                                       
13313    	BRIDGEWATER                   	NY	ONEIDA                                                      
13314    	BROOKFIELD                    	NY	MADISON                                                     
13315    	BURLINGTON FLATS              	NY	OTSEGO                                                      
13316    	CAMDEN                        	NY	ONEIDA                                                      
13317    	CANAJOHARIE                   	NY	MONTGOMERY                                                  
13318    	CASSVILLE                     	NY	ONEIDA                                                      
13319    	CHADWICKS                     	NY	ONEIDA                                                      
13320    	CHERRY VALLEY                 	NY	OTSEGO                                                      
13321    	CLARK MILLS                   	NY	ONEIDA                                                      
13322    	CLAYVILLE                     	NY	HERKIMER                                                    
13323    	CLINTON                       	NY	ONEIDA                                                      
13324    	COLD BROOK                    	NY	HERKIMER                                                    
13325    	CONSTABLEVILLE                	NY	LEWIS                                                       
13326    	COOPERSTOWN                   	NY	OTSEGO                                                      
13327    	CROGHAN                       	NY	LEWIS                                                       
13328    	DEANSBORO                     	NY	ONEIDA                                                      
13329    	DOLGEVILLE                    	NY	HERKIMER                                                    
13331    	EAGLE BAY                     	NY	HERKIMER                                                    
13332    	EARLVILLE                     	NY	CHENANGO                                                    
13333    	EAST SPRINGFIELD              	NY	OTSEGO                                                      
13334    	EATON                         	NY	MADISON                                                     
13335    	EDMESTON                      	NY	OTSEGO                                                      
13337    	FLY CREEK                     	NY	OTSEGO                                                      
13338    	FORESTPORT                    	NY	ONEIDA                                                      
13339    	FORT PLAIN                    	NY	MONTGOMERY                                                  
13340    	FRANKFORT                     	NY	HERKIMER                                                    
13341    	FRANKLIN SPRINGS              	NY	ONEIDA                                                      
13342    	GARRATTSVILLE                 	NY	OTSEGO                                                      
13343    	GLENFIELD                     	NY	LEWIS                                                       
13345    	GREIG                         	NY	LEWIS                                                       
13346    	HAMILTON                      	NY	MADISON                                                     
13348    	HARTWICK                      	NY	OTSEGO                                                      
13350    	HERKIMER                      	NY	HERKIMER                                                    
13352    	HINCKLEY                      	NY	ONEIDA                                                      
13353    	HOFFMEISTER                   	NY	HAMILTON                                                    
13354    	HOLLAND PATENT                	NY	ONEIDA                                                      
13355    	HUBBARDSVILLE                 	NY	MADISON                                                     
13357    	ILION                         	NY	HERKIMER                                                    
13360    	INLET                         	NY	HAMILTON                                                    
13361    	JORDANVILLE                   	NY	HERKIMER                                                    
13362    	KNOXBORO                      	NY	ONEIDA                                                      
13363    	LEE CENTER                    	NY	ONEIDA                                                      
13364    	LEONARDSVILLE                 	NY	MADISON                                                     
13365    	LITTLE FALLS                  	NY	HERKIMER                                                    
13367    	LOWVILLE                      	NY	LEWIS                                                       
13368    	LYONS FALLS                   	NY	LEWIS                                                       
13401    	MC CONNELLSVILLE              	NY	ONEIDA                                                      
